class,spectrogram_path
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-11.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-12.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-13.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-14.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-15.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-16.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-17.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-3.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-4.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-5.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-6.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-7.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-8.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72259-1-9-9.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-0-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-1-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-2-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-2-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-2-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-2-3.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-2-4.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-2-5.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-3-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-4-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-4-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-4-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-4-3.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-4-4.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-4-5.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-4-6.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-4-7.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\72567-1-5-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\73168-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\73168-1-1-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\73168-1-2-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-0-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-0-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-0-3.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-0-4.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-0-5.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-0-6.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-0-7.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-1-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-2-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-2-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-2-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-2-3.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-3-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-3-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-3-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-3-3.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-3-4.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-3-5.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-10.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-11.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-12.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-13.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-14.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-15.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-3.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-4.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-5.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-6.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-7.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-8.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\7389-1-4-9.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\77509-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\82317-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\83465-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\83488-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\83488-1-1-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\87275-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\87275-1-1-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\87275-1-2-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\87275-1-3-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\87275-1-4-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\87275-1-5-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\89679-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\89679-1-1-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\94401-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\94868-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\94868-1-1-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\94868-1-2-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\9674-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\9674-1-0-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\9674-1-0-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-0-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-0-1.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-0-2.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-1-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-2-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-3-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-4-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-5-0.png
car_horn,./sireNNet/espectrogramas_sirennet\car_horn\99812-1-6-0.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_201.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_201_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_202.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_202_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_203.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_203_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_204.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_204_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_205.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_205_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_206.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_206_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_207.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_207_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_208.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_208_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_209.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_209_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_210.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_210_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_211.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_211_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_212.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_212_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_213.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_213_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_214.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_214_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_215.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_215_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_216.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_216_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_217.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_217_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_218.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_218_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_219.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_219_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_220.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_220_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_221.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_221_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_222.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_222_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_223.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_223_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_224.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_224_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_225.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_225_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_226.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_226_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_227.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_227_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_228.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_228_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_229.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_229_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_230.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_230_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_231.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_231_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_232.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_232_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_233.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_233_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_234.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_234_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_235.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_235_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_236.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_236_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_237.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_237_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_238.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_238_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_239.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_239_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_240.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_240_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_241.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_241_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_242.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_242_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_243.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_243_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_244.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_244_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_245.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_245_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_246.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_246_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_247.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_247_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_248.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_248_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_249.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_249_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_250.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_250_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_251.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_251_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_252.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_252_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_253.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_253_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_254.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_254_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_255.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_255_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_256.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_256_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_257.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_257_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_258.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_258_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_259.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_259_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_260.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_260_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_261.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_261_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_262.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_262_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_263.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_263_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_264.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_264_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_265.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_265_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_266.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_266_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_267.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_267_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_268.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_268_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_269.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_269_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_270.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_270_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_271.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_271_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_272.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_272_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_273.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_273_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_274.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_274_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_275.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_275_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_276.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_276_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_277.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_277_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_278.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_278_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_279.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_279_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_280.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_280_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_281.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_281_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_282.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_282_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_283.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_283_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_284.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_284_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_285.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_285_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_286.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_286_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_287.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_287_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_288.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_288_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_289.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_289_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_290.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_290_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_291.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_291_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_292.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_292_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_293.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_293_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_294.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_294_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_295.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_295_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_296.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_296_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_297.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_297_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_298.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_298_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_299.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_299_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_300.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_300_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_301.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_301_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_302.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_302_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_303.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_303_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_304.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_304_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_305.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_305_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_306.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_306_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_307.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_307_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_308.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_308_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_309.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_309_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_310.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_310_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_311.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_311_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_312.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_312_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_313.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_313_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_314.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_314_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_315.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_315_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_316.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_316_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_317.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_317_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_318.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_318_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_319.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_319_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_320.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_320_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_321.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_321_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_322.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_322_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_323.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_323_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_324.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_324_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_325.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_325_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_326.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_326_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_327.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_327_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_328.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_328_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_329.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_329_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_330.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_330_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_331.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_331_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_332.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_332_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_333.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_333_1.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_334.png
firetruck,./sireNNet/espectrogramas_sirennet\firetruck\sound_334_1.png
